codigo;codigo1;codigo2;codigo3;codigo4;nombre;costo_sud;pvp_sud;disponibilidad_sud;min_ofer_sud;costo_k;pvp_k;min_ofer_k;ofer_k;precio_descuento_k;disponibilidad_k;disponibilidad_k_cc;disponibilidad_k_sfe;costo_doan;pvp_doan;disponibilidad_doan;costo_lider;pvp_lider;costo_descuento_lider;pvp_descuento_lider;compra_minima_descuento_lider;marca;costo_cannon;pvp_cannon;costo_indio;pvp_indio;disponibilidad_indio;costo_monroe;costo_noTRF_monroe;pvp_monroe;min_ofer_monroe;disponibilidad_monroe;mkt
7792321003169;;;;;317 KIT COLOR 4 CASTANO TIN;1623.66;2679;D;1;;;-;-;;-;-;-;-;-;-;1648.41;2729.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7792321003176;;;;;317 KIT COLOR 5 CASTANO CLARO TIN;1623.66;2679;D;1;;;-;-;;-;-;-;-;-;-;1648.41;2729.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7792321003183;;;;;317 KIT COLOR 6 RUBIO OSCURO TIN;1623.66;2679;D;1;;;-;-;;-;-;-;-;-;-;1648.41;2729.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7792321008645;;;;;317 KIT COLOR 6,73 CHOCO DORADO TIN;1623.66;2679;D;1;;;-;-;;-;-;-;-;-;-;1648.44;2729.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7792321003473;7792321003435;;;;317 KIT COLOR 6.6 TIN;1623.66;2679;D;1;;;-;-;;-;-;-;-;-;-;1648.44;2729.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7792321003190;;;;;317 KIT COLOR 7 RUBIO TIN;1623.66;2679;D;1;;;-;-;;-;-;-;-;-;-;1648.44;2729.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7792321003244;;;;;317 KIT COLOR 7,1 RUBIO CENIZA TIN;1623.66;2679;D;1;;;-;-;;-;-;-;-;-;-;1648.41;2729.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7792321003480;;;;;317 KIT COLOR 7,66 ROJO CLARO TIN;1623.66;2679;D;1;;;-;-;;-;-;-;-;-;-;1648.44;2729.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7792321003251;;;;;317 KIT COLOR 8,1 RUBIO CLARO CENIZA TIN;1623.66;2679;D;1;;;-;-;;-;-;-;-;-;-;1648.41;2729.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7792321003213;;;;;317 KIT COLOR 9 RUBIO CLARO CLARO TIN;1623.66;2679;D;1;;;-;-;;-;-;-;-;-;-;1648.41;2729.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7792321003268;;;;;317 KIT COLOR 9,1 RUB CLA CLA CENIZA TIN;1623.66;2679;D;1;;;-;-;;-;-;-;-;-;-;1648.41;2729.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
8411061081587;8411061739877;;;;AB BLUE SEDUCTION EDT 200 ML FEM;33905.34;55949;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8411061081563;8411061737835;;;;AB BLUE SEDUCTION EDT 200 ML MASC;28502.5600000;47038;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;si
8411061849361;8411061715482;;;;AB DIAVOLO EDT 200 ML MASC;19988.8100000;32991;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;si
8411061081037;;;;;AB GOLDEN SECRET EDT 200ML MASC;38965.87;64299;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8411061081358;8411061829530;;;;AB KING OF SEDUCTION ABS EDT 200 ML MASC;28502.5600000;47038;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;si
8411061081372;;;;;AB KING OF SEDUCTION EDT 200ML MASC;54620.34;90129;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;85688.35;141389.0;F;-;-;-;-;-;-
8411061081419;;;;;AB POWER OF SEDUCTION EDT 200 ML MASC;28502.5600000;47038;D;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;si
8411061001844;;;;;AB THE ICON EDT 200ML MASC;47215.0;77899;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8411061084076;;;;;AB THE ICON THE PERFUME 200ML MASC;50694.25;83649;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7798111211097;;;;;ACF BY DADATINA HUMECT VOL1 REFILL SERUM;7714.6;12729;F;1;10582.05;17469.0;-;-;;D;D;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7798111211226;;;;;ACF BY DADATINA RESTAU VOL2 REFILL SERUM;8949.65;14769;D;1;12276.16;20259.0;-;-;;D;D;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7798008191563;;;;;ACTIVAMENT 5HTP 100 MG 30 COMP SUP DIE;15455.39;25499;D;1;15457.0;25499.0;1.0;TRF;;D;D;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17924.80;17924.80;29579;;D;-
8410190637191;;;;;AD AF BERGAMOTA AMBAR EDT 200ML MASC;63164.46;104229;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8410190631182;;;;;AD AF CITRUS CEDRO EDT 200ML MASC;63164.46;104229;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8410190615045;;;;;AD AF DE AZAHAR EDT 200ML FEM;63164.46;104229;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8410190634183;;;;;AD AMBAR NEGRO EDP 200ML MASC;72200.97;119139;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7796285295103;;;;;ADERMICINA AGUA MICELAR 400 ML LOC;6848.25;11299;D;2;6849.74;11299.0;2.0;TRF;;D;D;D;5795.83;9569;D;-;-;-;-;-;-;-;-;-;-;-;6848.45;7363.92;11299;2.0;D;-
7796285296605;;;;;ADERMICINA FAC DESMAQUILLANTE 30TOA HUM;3129.0;5169;D;2;3234.01;5339.0;2.0;TRF;;D;D;D;2755.11;4549;D;-;-;-;-;-;-;-;-;-;-;-;3233.40;3476.77;5339;2.0;D;-
7796285298227;;;;;ADERMICINA FACIAL ANTI-ARRUGAS 100GR CRE;4054.89;6699;D;2;4055.76;6699.0;2.0;TRF;;D;D;D;3495.36;5769;D;-;-;-;-;-;-;-;-;-;-;-;4055.00;4360.22;6699;2.0;D;-
7796285298258;;;;;ADERMICINA FACIAL HUMECTANTE 100GR CRE;3924.07;6479;D;2;4055.76;6699.0;2.0;TRF;;D;D;D;3495.36;5769;D;-;-;-;-;-;-;-;-;-;-;-;4055.00;4360.22;6699;2.0;D;-
7796285298241;;;;;ADERMICINA FACIAL UNIFICADORA 100GR CRE;3924.07;6479;D;2;4055.76;6699.0;2.0;TRF;;D;D;D;3495.36;5769;D;-;-;-;-;-;-;-;-;-;-;-;4055.00;4360.22;6699;2.0;D;-
8901023029097;;;;;AER BERRY VIBRANTE 10GR X6 UN AROM;5454.41;8999;D;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8901023029080;;;;;AER BRISA MARINA 10GR X6 UN AROM;5454.41;8999;D;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8901023029110;;;;;AER DELICIA DE JAZMIN 10GR X6 UN AROM;5454.41;8999;D;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8901023029073;;;;;AER ENCANTO DE ROSAS 10GR X6 UN AROM;5454.41;8999;D;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8901023029325;;;;;AER FRESCURA CITRICA 10GR X6 UN AROM;5454.41;8999;F;1;6804.41;11229.0;-;-;;D;D;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8901023029165;;;;;AER PLACER LAVANDA 10GR X6 UN AROM;5454.41;8999;D;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7790158229448;;;;;ALELUYA LIQ LIMON Y JENGIBRE 250GR MIEL;2327.9500000;3850;D;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;si
7790158229455;;;;;ALELUYA LIQ NARANJA Y CANELA 250GR MIEL;2327.9500000;3850;D;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;si
7790158229547;;;;;ALELUYA LIQUIDA 250GR MIEL;1969.8500000;3259;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;si
7790158229486;;;;;ALELUYA LIQUIDA 500GR MIEL;3028.6000000;5006;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;si
7790158229516;;;;;ALELUYA LIQUIDA DOSIFICADOR 470GR MIEL;2976.0100000;4919;D;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;si
7790158229554;;;;;ALELUYA LIQUIDA NARANJA 250GR MIEL;2327.9500000;3850;D;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;si
7790158229790;;;;;ALELUYA LIQUIDA ORGANICA 250GR MIEL;2652.7400000;4386;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;si
7790158229806;;;;;ALELUYA LIQUIDA ORGANICA 500GR MIEL;4125.3700000;6816;D;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;si
7790158229493;;;;;ALELUYA UNTABLE 500GR MIEL;3014.8200000;4983;D;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;si
7791274201325;;;;;ALGABO BABY ALGODON PRECORT 100 GR ALG;1315.31;2179;F;1;;;-;-;;-;-;-;-;-;-;1297.13;2149.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7791274192319;;;;;ALGABO BABY EXTRA SUAVE 200 ML SHA;2060.64;3399;D;1;;;-;-;;-;-;-;-;-;-;2032.17;3359.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7791274192326;;;;;ALGABO BABY EXTRA SUEAVE 444ML SHA;2740.2;4529;D;1;;;-;-;;-;-;-;-;-;-;2702.34;4459.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7791274200649;;;;;ALGABO BABY REFFIL 500ML CALCAREO OLEO;3014.23;4979;D;1;2678.26;4399.0;-;-;;D;D;F;2933.24;4849;D;2972.58;4899.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7791274000713;;;;;ALGABO COCONUT 300 ML JAB LIQ;1556.44;2569;D;1;1382.95;2289.0;-;-;;D;D;F;1326.92;2189;C;1534.93;2539.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7791274199561;;;;;ALGABO KARITE&AGUACATE 221 ML JAB LIQ;1556.44;2569;D;1;;;-;-;;-;-;-;1237.83;2049;F;1534.93;2539.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7791274200748;;;;;ALGABO KIDS DOYPACK C/TAPA 300ML JAB LIQ;1260.5;2089;F;1;;;-;-;;-;-;-;1152.78;1899;D;1243.08;2059.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7798180961244;;;;;ALTA MODA 20 VOL 90 ML AGUA OXI;865.0100000;1436;F;1;;;-;-;;-;-;-;739.11;1229;D;1134.77;1879.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223598;;;;;ALTA MODA DETOX PURIFY 300 ML SHA;2016.2800000;3336;D;1;1979.76;3269.0;2.0;TRF;;D;D;F;1722.84;2849;F;2645.09;4369.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7798180960919;;;;;ALTA MODA E COLORE 12.11 RU PLA POMO TIN;2011.6800000;3328;D;1;;;-;-;;-;-;-;1862.15;3079;F;2001.28;3299.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884209417;;;;;ALTA MODA E COLORE 12.13 RU PLAT KIT TIN;3690.3800000;6098;F;1;;;-;-;;-;-;-;3153.29;5199;C;3388.89;5599.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7798180960940;;;;;ALTA MODA E COLORE 5 CASTANO CL POMO TIN;2011.6800000;3328;D;1;;;-;-;;-;-;-;1862.15;3079;C;2001.28;3299.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884201404;;;;;ALTA MODA E COLORE 5.7 CASTANO LUMIN TIN;3690.3800000;6098;D;1;;;-;-;;-;-;-;3153.29;5199;D;3388.89;5599.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7798180960957;;;;;ALTA MODA E COLORE 6 RUBIO OSC POMO TIN;2011.6800000;3328;F;1;;;-;-;;-;-;-;1862.15;3079;D;2001.28;3299.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7798180960995;;;;;ALTA MODA E COLORE 7 RUBIO MED POMO TIN;2011.6800000;3328;D;1;;;-;-;;-;-;-;1862.15;3079;D;2001.28;3299.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7798180961053;;;;;ALTA MODA E COLORE 9 RUBIO CLAR POMO TIN;2011.6800000;3328;F;1;;;-;-;;-;-;-;1862.15;3079;C;2001.28;3299.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223642;;;;;ALTA MODA HIDRA SAVE 3 AMP 15 ML TRA CAP;2963.5100000;4899;F;1;;;-;-;;-;-;-;2743.22;4529;MC;4211.71;6949.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223611;;;;;ALTA MODA HIDRA SAVE 300 ML ACO;2016.2800000;3336;F;1;1979.76;3269.0;2.0;TRF;;D;D;F;1722.84;2849;F;2645.09;4369.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223635;;;;;ALTA MODA HIDRA SAVE 300 ML MASC;2556.4200000;4227;F;1;2703.2;4469.0;2.0;TRF;;D;D;F;2184.36;3599;C;3353.69;5539.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223628;;;;;ALTA MODA HIDRA SAVE 300 ML SHA;2016.2800000;3336;D;1;1979.76;3269.0;2.0;TRF;;D;D;F;1722.84;2849;MC;2645.09;4369.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7798180961428;;;;;ALTA MODA INT BLOND DESAMARILL 300G MASC;3341.27;5499;F;1;3816.85;6299.0;2.0;TRF;;D;D;F;3360.11;5549;D;5161.48;8499.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7798180961435;;;;;ALTA MODA INT BLOND DESAMARILLA 300M SHA;2812.82;4649;F;1;3213.19;5299.0;2.0;TRF;;D;D;F;2830.16;4679;D;4345.16;7179.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7899884223765;;;;;ALTA MODA KERATIN IMPACT 125 ML TRA CAP;2822.3900000;4666;F;1;3233.15;5339.0;2.0;TRF;;D;D;F;2612.59;4299;C;4011.15;6599.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223741;;;;;ALTA MODA KERATIN IMPACT 300 ML ACO;2016.2800000;3336;F;1;1979.76;3269.0;2.0;TRF;;D;D;F;1722.84;2849;MC;2645.09;4369.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223758;;;;;ALTA MODA KERATIN IMPACT 300 ML MASC;2556.4200000;4227;D;1;2703.2;4469.0;2.0;TRF;;D;D;F;2184.36;3599;F;3353.69;5539.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223734;;;;;ALTA MODA KERATIN IMPACT 300 ML SHA;2016.2800000;3336;D;1;1979.76;3269.0;2.0;TRF;;D;D;F;1722.84;2849;F;2645.09;4369.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223796;;;;;ALTA MODA MICELAR GLOW UP 300 ML ACO;3047.21;5029;D;1;2983.68;4929.0;2.0;TRF;;D;D;F;2830.16;4679;C;4345.16;7179.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7899884223802;;;;;ALTA MODA MICELAR GLOW UP 300 ML MASC;3619.7;5979;F;1;3816.85;6299.0;2.0;TRF;;D;D;F;3361.85;5549;C;5161.48;8499.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7899884223789;;;;;ALTA MODA MICELAR GLOW UP 300 ML SHA;3047.21;5029;D;1;2983.68;4929.0;2.0;TRF;;D;D;F;2830.16;4679;C;4345.16;7179.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7899884223857;;;;;ALTA MODA PERFECT LISS&LONG 125M TRA CAP;2822.3900000;4666;F;1;3233.15;5339.0;2.0;TRF;;D;D;F;2612.59;4299;MC;4011.15;6599.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223840;;;;;ALTA MODA PERFECT LISS&LONG 300 GR MASC;2556.4200000;4227;D;1;2703.2;4469.0;2.0;TRF;;D;D;F;2184.36;3599;MC;3353.69;5539.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223833;;;;;ALTA MODA PERFECT LISS&LONG 300 ML ACO;2016.2800000;3336;D;1;1979.76;3269.0;2.0;TRF;;D;D;F;1722.84;2849;MC;2645.09;4369.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223826;;;;;ALTA MODA PERFECT LISS&LONG 300 ML SHA;2016.2800000;3336;F;1;1979.76;3269.0;2.0;TRF;;D;D;F;1722.84;2849;F;2645.09;4369.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223970;;;;;ALTA MODA REPAIR & DEFENSE 3 AMP TRA CAP;2963.5100000;4899;F;1;;;-;-;;-;-;-;2743.22;4529;F;4211.71;6949.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223949;;;;;ALTA MODA REPAIR & DEFENSE 300 ML ACO;2016.2800000;3336;D;1;1979.76;3269.0;2.0;TRF;;D;D;F;1722.84;2849;MC;2645.09;4369.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223956;;;;;ALTA MODA REPAIR & DEFENSE 300 ML MASC;2556.4200000;4227;D;1;2703.2;4469.0;2.0;TRF;;D;D;F;2184.36;3599;F;3353.69;5539.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223932;;;;;ALTA MODA REPAIR & DEFENSE 300 ML SHA;2016.2800000;3336;D;1;1979.76;3269.0;2.0;TRF;;D;D;F;1722.84;2849;F;2645.09;4369.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223963;;;;;ALTA MODA REPAIR & DEFENSE 55 ML TRA CAP;3821.0800000;6314;D;1;4377.19;7229.0;2.0;TRF;;D;D;F;3537.05;5839;MC;5430.48;8969.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223680;;;;;ALTA MODA SUPER OILS 300 GR MASC;2556.4200000;4227;D;1;2703.2;4469.0;2.0;TRF;;D;D;F;2184.36;3599;MC;3353.69;5539.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223673;;;;;ALTA MODA SUPER OILS 300 ML ACO;2016.2800000;3336;D;1;1979.76;3269.0;2.0;TRF;;D;D;F;1722.84;2849;F;2645.09;4369.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223666;;;;;ALTA MODA SUPER OILS 300 ML SHA;2016.2800000;3336;D;1;1979.76;3269.0;2.0;TRF;;D;D;F;1722.84;2849;F;2645.09;4369.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884223697;;;;;ALTA MODA SUPER OILS 55 ML TRA CAP;3821.0800000;6314;F;1;4377.19;7229.0;2.0;TRF;;F;F;F;3537.05;5839;F;5430.48;8969.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884226292;;;;;ALTAMODA S/AMONIA 6.7 CHOCO TIN;4059.9300000;6708;D;1;;;-;-;;-;-;-;3469.06;5729;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;si
7899884226278;;;;;ALTAMODA S/AMONIA 7.0 RUBIO TIN;4059.9300000;6708;D;1;;;-;-;;-;-;-;3469.06;5729;C;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;si
7899884226315;;;;;ALTAMODA S/AMONIA 9.1 RUB CLAR CEN TIN;4059.9300000;6708;D;1;;;-;-;;-;-;-;3469.06;5729;C;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;si
7798180961237;;;;;ALTAMODA 10 VOL 90 ML AGUA OXI;865.0100000;1436;F;1;;;-;-;;-;-;-;739.11;1229;F;1134.77;1879.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7798180961251;;;;;ALTAMODA 30 VOL 90 ML AGUA OXI;865.0100000;1436;F;1;;;-;-;;-;-;-;739.11;1229;D;1134.77;1879.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7798180960872;;;;;ALTAMODA E COL 1 NEGRO 60 TIN;2011.6800000;3328;D;1;;;-;-;;-;-;-;1862.15;3079;C;2001.28;3299.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7798180961305;;;;;ALTAMODA E COL 12.13 RUBIO PLATA 60 TIN;2011.6800000;3328;D;1;;;-;-;;-;-;-;1862.15;3079;D;2001.28;3299.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884213407;;;;;ALTAMODA E COL 12.21 PLAT IRISE 150 TIN;6578.2000000;10863;D;1;;;-;-;;-;-;-;3153.29;5199;D;3388.89;5599.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7899884201411;;;;;ALTAMODA E COL 6.7 CAST LUM CLA 150 TIN;6578.2000000;10863;D;1;;;-;-;;-;-;-;3153.29;5199;C;3388.89;5599.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7798180960988;;;;;ALTAMODA E COL 6.7 CASTANO CLA 60 ML TIN;2027.2700000;3354;D;1;;;-;-;;-;-;-;1862.15;3079;D;2001.28;3299.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7798180961008;;;;;ALTAMODA E COL 7.1 RUB CENIZA 60 ML TIN;2011.6800000;3328;F;1;;;-;-;;-;-;-;1862.15;3079;C;2001.28;3299.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
7798180961015;;;;;ALTAMODA E COL 7.3 RUBIO DORADO 60 TIN;2011.6800000;3328;D;1;;;-;-;;-;-;-;1862.15;3079;C;2001.28;3299.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;si
